Trade#,Date,Time_ET,League,Matchup,Away,Away_Score,Home,Home_Score,Actual_Total,Market_Total,Market_Spread,Favorite,Underdog,UD_Score,Pick_Direction,Tier,Ensemble_Score,Win_Prob,Base_Line,Scaled_OVER,Scaled_UNDER,Zone_Width,Primary_Bet,Primary_Line,Primary_Result,Hedge_Bet,Hedge_Line,Hedge_Result,Execution_Rule
1100,2026-03-21,7:00 PM,NBA,CLE@NOP,CLE,111,NOP,106,217,238.0,+5.0,CLE,NOP,106,UNDER,B,-21.65,11.4,116.5,104.5,128.5,24.0,UNDER,128.5,HIT,OVER,104.5,HIT,Rule1_UpsetClause
1101,2026-03-21,7:00 PM,NBA,GSW@ATL,GSW,110,ATL,126,236,228.0,+7.5,ATL,GSW,110,OVER,A,+23.80,5.5,110.2,98.1,122.4,24.2,OVER,98.1,HIT,UNDER,122.4,HIT,Rule1_UpsetClause
1102,2026-03-21,7:00 PM,NBA,IND@SAS,IND,119,SAS,134,253,235.0,-16.5,IND,SAS,134,UNDER,A,-5.91,49.9,109.2,88.6,129.9,41.4,UNDER,129.9,MISS,OVER,88.6,HIT,Rule2_StructuralOutlier
1103,2026-03-21,7:00 PM,NBA,LAC@DAL,LAC,138,DAL,131,269,233.5,-7.5,LAC,DAL,131,OVER,A,+3.62,47.9,113.0,100.9,125.1,24.2,OVER,100.9,HIT,UNDER,125.1,MISS,Rule3_OverExecution
1104,2026-03-21,7:00 PM,NBA,LAL@ORL,LAL,105,ORL,104,209,234.5,+2.5,LAL,ORL,104,OVER,C,+33.19,20.7,116.0,101.4,130.6,29.2,OVER,101.4,HIT,UNDER,130.6,HIT,Rule3_OverExecution
1105,2026-03-21,7:00 PM,NBA,MEM@CHA,MEM,101,CHA,124,225,232.5,+19.0,CHA,MEM,101,OVER,A,+10.98,0.1,106.8,83.7,129.8,46.1,OVER,83.7,HIT,UNDER,129.8,HIT,Rule2_StructuralOutlier
1106,2026-03-21,7:00 PM,NBA,MIA@HOU,MIA,122,HOU,123,245,228.5,-2.5,MIA,HOU,123,OVER,C,+16.55,40.1,113.0,98.4,127.6,29.2,OVER,98.4,HIT,UNDER,127.6,HIT,Rule3_OverExecution
1107,2026-03-21,7:00 PM,NBA,MIL@PHX,MIL,108,PHX,105,213,218.5,-11.0,MIL,PHX,105,UNDER,A,-39.66,49.4,103.8,88.3,119.2,30.9,UNDER,119.2,HIT,OVER,88.3,HIT,Rule4_UnderExecution
1108,2026-03-21,7:00 PM,NBA,OKC@WAS,OKC,132,WAS,111,243,231.0,+21.5,OKC,WAS,111,UNDER,A,-8.71,0.0,104.8,79.3,130.2,50.9,UNDER,130.2,HIT,OVER,79.3,HIT,Rule2_StructuralOutlier
1109,2026-03-21,7:00 PM,NBA,PHI@UTA,PHI,126,UTA,116,242,228.5,+6.0,UTA,PHI,126,OVER,A,+6.23,8.6,111.2,100.5,122.0,21.4,OVER,100.5,HIT,UNDER,122.0,MISS,Rule1_UpsetClause
1110,2026-03-22,7:00 PM,NBA,BKN@SAC,BKN,122,SAC,126,248,218.5,+7.0,SAC,BKN,122,UNDER,A,-85.41,6.4,105.8,94.1,117.4,23.3,UNDER,117.4,MISS,OVER,94.1,HIT,Rule1_UpsetClause
1111,2026-03-22,7:00 PM,NBA,MIN@BOS,MIN,102,BOS,92,194,222.5,+10.0,BOS,MIN,102,OVER,A,+20.47,2.4,106.2,91.8,120.8,29.0,OVER,91.8,HIT,UNDER,120.8,HIT,Rule1_UpsetClause
1112,2026-03-22,7:00 PM,NBA,POR@DEN,POR,112,DEN,128,240,237.5,+8.0,DEN,POR,112,UNDER,A,-46.79,4.7,114.8,102.2,127.3,25.2,UNDER,127.3,HIT,OVER,102.2,HIT,Rule1_UpsetClause
1113,2026-03-22,7:00 PM,NBA,TOR@PHX,TOR,98,PHX,120,218,220.0,-4.5,TOR,PHX,120,UNDER,B,-30.21,44.5,107.8,96.2,119.2,23.0,UNDER,119.2,MISS,OVER,96.2,HIT,Rule4_UnderExecution
1114,2026-03-22,7:00 PM,NBA,WAS@NYK,WAS,113,NYK,145,258,229.5,+22.5,NYK,WAS,113,OVER,A,+21.87,0.0,103.5,77.1,129.9,52.8,OVER,77.1,HIT,UNDER,129.9,HIT,Rule2_StructuralOutlier
1115,2026-03-23,7:30 PM,NBA,BKN@POR,BKN,99,POR,134,233,219.5,+15.5,POR,BKN,99,UNDER,A,-22.12,0.4,102.0,82.3,121.7,39.4,UNDER,121.7,HIT,OVER,82.3,HIT,Rule2_StructuralOutlier
1116,2026-03-23,7:30 PM,NBA,GSW@DAL,GSW,137,DAL,131,268,230.0,-2.5,GSW,DAL,131,OVER,C,+34.04,40.1,113.8,99.1,128.4,29.2,OVER,99.1,HIT,UNDER,128.4,MISS,Rule3_OverExecution
1117,2026-03-23,7:30 PM,NBA,HOU@CHI,HOU,124,CHI,132,256,233.5,-8.5,HOU,CHI,132,UNDER,A,-38.34,48.5,112.5,99.4,125.6,26.2,UNDER,125.6,MISS,OVER,99.4,HIT,Rule4_UnderExecution
1118,2026-03-23,7:30 PM,NBA,IND@ORL,IND,128,ORL,126,254,233.5,+10.5,ORL,IND,128,OVER,A,+34.04,2.1,111.5,96.5,126.5,29.9,OVER,96.5,HIT,UNDER,126.5,MISS,Rule1_UpsetClause
1119,2026-03-23,7:30 PM,NBA,LAL@DET,LAL,110,DET,113,223,224.5,+1.0,DET,LAL,110,UNDER,C,-15.09,27.2,111.8,98.7,124.8,26.1,UNDER,124.8,HIT,OVER,98.7,HIT,Rule4_UnderExecution
1120,2026-03-23,7:30 PM,NBA,MEM@ATL,MEM,107,ATL,146,253,239.0,+13.5,ATL,MEM,107,OVER,A,+10.38,0.7,112.8,94.9,130.6,35.6,OVER,94.9,HIT,UNDER,130.6,HIT,Rule2_StructuralOutlier
1121,2026-03-23,7:30 PM,NBA,MIL@LAC,MIL,96,LAC,129,225,221.0,+14.0,LAC,MIL,96,OVER,A,+30.27,0.6,103.5,85.2,121.8,36.6,OVER,85.2,HIT,UNDER,121.8,HIT,Rule2_StructuralOutlier
1122,2026-03-23,7:30 PM,NBA,OKC@PHI,OKC,123,PHI,103,226,226.5,+16.0,OKC,PHI,103,UNDER,A,-27.15,0.3,105.2,85.0,125.5,40.4,UNDER,125.5,HIT,OVER,85.0,HIT,Rule2_StructuralOutlier
1123,2026-03-23,7:30 PM,NBA,SAS@MIA,SAS,136,MIA,111,247,244.5,+3.5,SAS,MIA,111,OVER,B,+45.21,16.6,120.5,110.0,131.0,21.0,OVER,110.0,HIT,UNDER,131.0,HIT,Rule3_OverExecution
1124,2026-03-23,7:30 PM,NBA,TOR@UTA,TOR,143,UTA,127,270,231.5,-9.5,TOR,UTA,127,OVER,A,+8.83,49.0,111.0,97.0,125.0,28.1,OVER,97.0,HIT,UNDER,125.0,MISS,Rule3_OverExecution
1125,2026-03-24,7:30 PM,NBA,DEN@PHX,DEN,125,PHX,123,248,233.5,+6.0,DEN,PHX,123,UNDER,A,-48.85,8.6,113.8,103.0,124.5,21.4,UNDER,124.5,HIT,OVER,103.0,HIT,Rule1_UpsetClause
1126,2026-03-24,7:30 PM,NBA,NOP@NYK,NOP,116,NYK,121,237,228.5,+8.5,NYK,NOP,116,UNDER,A,-12.89,4.0,110.0,96.9,123.1,26.2,UNDER,123.1,HIT,OVER,96.9,HIT,Rule1_UpsetClause
1127,2026-03-24,7:30 PM,NBA,ORL@CLE,ORL,131,CLE,136,267,229.5,+10.5,CLE,ORL,131,UNDER,A,-12.70,2.1,109.5,94.5,124.5,29.9,UNDER,124.5,MISS,OVER,94.5,HIT,Rule1_UpsetClause
1128,2026-03-24,7:30 PM,NBA,SAC@CHA,SAC,90,CHA,134,224,233.0,+18.0,CHA,SAC,90,OVER,A,+15.13,0.2,107.5,85.4,129.6,44.2,OVER,85.4,HIT,UNDER,129.6,HIT,Rule2_StructuralOutlier
1129,2026-03-25,7:30 PM,NBA,ATL@DET,ATL,130,DET,129,259,229.5,+2.5,DET,ATL,130,UNDER,C,-0.45,20.7,113.5,98.9,128.1,29.2,UNDER,128.1,MISS,OVER,98.9,HIT,Rule4_UnderExecution
1130,2026-03-25,7:30 PM,NBA,BKN@GSW,BKN,106,GSW,109,215,218.5,+12.5,GSW,BKN,106,OVER,A,+9.55,1.0,103.0,86.1,119.9,33.8,OVER,86.1,HIT,UNDER,119.9,HIT,Rule2_StructuralOutlier
1131,2026-03-25,7:30 PM,NBA,CHI@PHI,CHI,137,PHI,157,294,241.0,+6.5,PHI,CHI,137,OVER,A,+2.70,7.4,117.2,106.1,128.4,22.4,OVER,106.1,HIT,UNDER,128.4,MISS,Rule1_UpsetClause
1132,2026-03-25,7:30 PM,NBA,DAL@DEN,DAL,135,DEN,142,277,246.0,+10.5,DEN,DAL,135,OVER,A,+21.52,2.1,117.8,102.8,132.7,29.9,OVER,102.8,HIT,UNDER,132.7,MISS,Rule1_UpsetClause
1133,2026-03-25,7:30 PM,NBA,HOU@MIN,HOU,108,MIN,110,218,223.0,-2.0,HOU,MIN,110,OVER,C,+2.46,38.6,110.5,96.4,124.6,28.2,OVER,96.4,HIT,UNDER,124.6,HIT,Rule3_OverExecution
1134,2026-03-25,7:30 PM,NBA,LAL@IND,LAL,137,IND,130,267,241.0,+8.5,LAL,IND,130,OVER,A,+41.40,4.0,116.2,103.2,129.3,26.1,OVER,103.2,HIT,UNDER,129.3,MISS,Rule1_UpsetClause
1135,2026-03-25,7:30 PM,NBA,MIA@CLE,MIA,120,CLE,103,223,243.0,+2.5,CLE,MIA,120,OVER,C,+15.81,20.7,120.2,105.6,134.9,29.2,OVER,105.6,HIT,UNDER,134.9,HIT,Rule3_OverExecution
1136,2026-03-25,7:30 PM,NBA,MIL@POR,MIL,99,POR,130,229,225.5,+15.5,POR,MIL,99,OVER,A,+17.62,0.4,105.0,85.3,124.7,39.4,OVER,85.3,HIT,UNDER,124.7,HIT,Rule2_StructuralOutlier
1137,2026-03-25,7:30 PM,NBA,OKC@BOS,OKC,109,BOS,119,228,221.5,-2.0,OKC,BOS,119,UNDER,C,-52.31,38.6,109.8,95.7,123.8,28.2,UNDER,123.8,HIT,OVER,95.7,HIT,Rule4_UnderExecution
1138,2026-03-25,7:30 PM,NBA,SAS@MEM,SAS,123,MEM,98,221,235.0,-17.0,SAS,MEM,98,OVER,A,+49.10,49.9,109.0,87.8,130.2,42.3,OVER,87.8,HIT,UNDER,130.2,HIT,Rule2_StructuralOutlier
1139,2026-03-25,7:30 PM,NBA,WAS@UTA,WAS,133,UTA,110,243,239.0,+3.5,UTA,WAS,133,OVER,B,+60.86,16.6,117.8,107.2,128.2,21.0,OVER,107.2,HIT,UNDER,128.2,MISS,Rule3_OverExecution
1140,2026-03-26,7:30 PM,NBA,NOP@DET,NOP,108,DET,129,237,225.5,+5.5,DET,NOP,108,OVER,A,+11.20,9.9,110.0,99.8,120.2,20.4,OVER,99.8,HIT,UNDER,120.2,HIT,Rule1_UpsetClause
1141,2026-03-26,7:30 PM,NBA,NYK@CHA,NYK,103,CHA,114,217,224.0,+2.5,CHA,NYK,103,UNDER,C,-5.06,20.7,110.8,96.1,125.4,29.2,UNDER,125.4,HIT,OVER,96.1,HIT,Rule4_UnderExecution
1142,2026-03-26,7:30 PM,NBA,SAC@ORL,SAC,117,ORL,121,238,231.0,+15.5,ORL,SAC,117,OVER,A,+41.93,0.4,107.8,88.0,127.5,39.4,OVER,88.0,HIT,UNDER,127.5,HIT,Rule2_StructuralOutlier
1143,2026-03-27,7:30 PM,NBA,ATL@BOS,ATL,102,BOS,109,211,223.5,+4.5,BOS,ATL,102,UNDER,B,-27.15,13.0,109.5,98.0,121.0,23.0,UNDER,121.0,HIT,OVER,98.0,HIT,Rule1_UpsetClause
1144,2026-03-27,7:30 PM,NBA,BKN@LAL,BKN,99,LAL,116,215,225.0,+18.5,LAL,BKN,99,UNDER,A,-8.45,0.1,103.2,80.7,125.8,45.2,UNDER,125.8,HIT,OVER,80.7,HIT,Rule2_StructuralOutlier
1145,2026-03-27,7:30 PM,NBA,CHI@OKC,CHI,113,OKC,131,244,241.5,+19.0,OKC,CHI,113,OVER,A,+4.78,0.1,111.2,88.2,134.3,46.1,OVER,88.2,HIT,UNDER,134.3,HIT,Rule2_StructuralOutlier
1146,2026-03-27,7:30 PM,NBA,DAL@POR,DAL,100,POR,93,193,239.5,+11.0,POR,DAL,100,OVER,A,+65.34,1.7,114.2,98.8,129.7,30.9,OVER,98.8,HIT,UNDER,129.7,HIT,Rule1_UpsetClause
1147,2026-03-27,7:30 PM,NBA,HOU@MEM,HOU,119,MEM,109,228,227.5,-14.0,HOU,MEM,109,OVER,A,+4.32,49.8,106.8,88.5,125.0,36.6,OVER,88.5,HIT,UNDER,125.0,HIT,Rule2_StructuralOutlier
1148,2026-03-27,7:30 PM,NBA,LAC@IND,LAC,114,IND,113,227,236.5,+9.0,IND,LAC,114,OVER,A,+63.84,3.4,113.8,100.2,127.3,27.1,OVER,100.2,HIT,UNDER,127.3,HIT,Rule1_UpsetClause
1149,2026-03-27,7:30 PM,NBA,MIA@CLE,MIA,128,CLE,149,277,241.0,+5.5,CLE,MIA,128,UNDER,A,-8.17,9.9,117.8,107.5,128.0,20.4,UNDER,128.0,MISS,OVER,107.5,HIT,Rule1_UpsetClause
1150,2026-03-27,7:30 PM,NBA,NOP@TOR,NOP,106,TOR,119,225,229.0,+8.5,TOR,NOP,106,UNDER,A,-4.68,4.0,110.2,97.2,123.3,26.2,UNDER,123.3,HIT,OVER,97.2,HIT,Rule1_UpsetClause
1151,2026-03-27,7:30 PM,NBA,UTA@DEN,UTA,129,DEN,135,264,248.0,+20.0,DEN,UTA,129,OVER,A,+48.15,0.1,114.0,90.0,138.0,48.0,OVER,90.0,HIT,UNDER,138.0,HIT,Rule2_StructuralOutlier
1152,2026-03-27,7:30 PM,NBA,WAS@GSW,WAS,126,GSW,131,257,230.5,+12.0,GSW,WAS,126,OVER,A,+74.19,1.2,109.2,92.8,125.7,32.8,OVER,92.8,HIT,UNDER,125.7,MISS,Rule1_UpsetClause
1153,2026-03-28,7:00 PM,NBA,CHI@MEM,CHI,124,MEM,125,249,247.5,-5.5,CHI,MEM,125,OVER,A,+20.19,46.0,121.0,110.8,131.2,20.4,OVER,110.8,HIT,UNDER,131.2,HIT,Rule3_OverExecution
1154,2026-03-28,7:00 PM,NBA,DET@MIN,DET,109,MIN,87,196,222.0,+2.0,DET,MIN,87,OVER,C,+42.60,22.8,110.0,95.9,124.1,28.2,OVER,95.9,MISS,UNDER,124.1,HIT,Rule3_OverExecution
1155,2026-03-28,7:00 PM,NBA,PHI@CHA,PHI,118,CHA,114,232,232.0,+6.5,CHA,PHI,118,OVER,A,+8.76,7.4,112.8,101.6,123.9,22.3,OVER,101.6,HIT,UNDER,123.9,HIT,Rule1_UpsetClause
1156,2026-03-28,7:00 PM,NBA,SAC@ATL,SAC,113,ATL,123,236,235.0,+13.5,ATL,SAC,113,OVER,A,+35.56,0.7,110.8,92.9,128.6,35.6,OVER,92.9,HIT,UNDER,128.6,HIT,Rule2_StructuralOutlier
1157,2026-03-28,7:00 PM,NBA,SAS@MIL,SAS,127,MIL,95,222,227.5,+17.0,SAS,MIL,95,OVER,A,+16.55,0.2,105.2,84.1,126.4,42.3,OVER,84.1,HIT,UNDER,126.4,HIT,Rule2_StructuralOutlier
1158,2026-03-28,7:00 PM,NBA,UTA@PHX,UTA,109,PHX,134,243,231.5,+17.5,PHX,UTA,109,OVER,A,+23.16,0.2,107.0,85.4,128.6,43.2,OVER,85.4,HIT,UNDER,128.6,HIT,Rule2_StructuralOutlier
1159,2026-03-29,7:00 PM,NBA,BOS@CHA,BOS,114,CHA,99,213,217.0,+2.0,BOS,CHA,99,UNDER,C,-52.77,22.8,107.5,93.4,121.6,28.2,UNDER,121.6,HIT,OVER,93.4,HIT,Rule4_UnderExecution
1160,2026-03-29,7:00 PM,NBA,GSW@DEN,GSW,93,DEN,116,209,238.5,+12.0,DEN,GSW,93,OVER,A,+62.79,1.2,113.2,96.8,129.7,32.8,OVER,96.8,MISS,UNDER,129.7,HIT,Rule1_UpsetClause
1161,2026-03-29,7:00 PM,NBA,HOU@NOP,HOU,134,NOP,102,236,227.0,-5.5,HOU,NOP,102,UNDER,A,-25.22,46.0,110.8,100.5,121.0,20.4,UNDER,121.0,HIT,OVER,100.5,HIT,Rule4_UnderExecution
1162,2026-03-29,7:00 PM,NBA,LAC@MIL,LAC,127,MIL,113,240,219.5,+17.5,LAC,MIL,113,OVER,A,+16.30,0.2,101.0,79.4,122.6,43.2,OVER,79.4,HIT,UNDER,122.6,HIT,Rule2_StructuralOutlier
1163,2026-03-29,7:00 PM,NBA,MIA@IND,MIA,118,IND,135,253,245.5,+8.5,IND,MIA,118,OVER,A,+62.51,4.0,118.5,105.4,131.6,26.1,OVER,105.4,HIT,UNDER,131.6,HIT,Rule1_UpsetClause
1164,2026-03-29,7:00 PM,NBA,NYK@OKC,NYK,100,OKC,111,211,223.5,+8.0,OKC,NYK,100,UNDER,A,-11.72,4.7,107.8,95.2,120.3,25.2,UNDER,120.3,HIT,OVER,95.2,HIT,Rule1_UpsetClause
1165,2026-03-29,7:00 PM,NBA,ORL@TOR,ORL,87,TOR,139,226,226.0,+1.5,TOR,ORL,87,OVER,C,+43.06,25.0,112.2,98.7,125.8,27.2,OVER,98.7,MISS,UNDER,125.8,HIT,Rule3_OverExecution
1166,2026-03-29,7:00 PM,NBA,SAC@BKN,SAC,99,BKN,116,215,216.5,+2.0,BKN,SAC,99,OVER,C,+16.02,22.8,107.2,93.2,121.3,28.2,OVER,93.2,HIT,UNDER,121.3,HIT,Rule3_OverExecution
1167,2026-03-29,7:00 PM,NBA,WAS@POR,WAS,88,POR,123,211,235.5,+16.5,POR,WAS,88,OVER,A,+38.81,0.3,109.5,88.8,130.2,41.4,OVER,88.8,MISS,UNDER,130.2,HIT,Rule2_StructuralOutlier
1168,2026-03-30,7:30 PM,NBA,BOS@ATL,BOS,102,ATL,112,214,226.0,+3.0,ATL,BOS,102,UNDER,C,-11.70,18.6,111.5,96.3,126.7,30.3,UNDER,126.7,HIT,OVER,96.3,HIT,Rule4_UnderExecution
1169,2026-03-30,7:30 PM,NBA,CHI@SAS,CHI,114,SAS,129,243,246.5,+18.0,SAS,CHI,114,OVER,A,+44.77,0.2,114.2,92.2,136.3,44.2,OVER,92.2,HIT,UNDER,136.3,HIT,Rule2_StructuralOutlier
1170,2026-03-30,7:30 PM,NBA,CLE@UTA,CLE,122,UTA,113,235,242.5,-16.5,CLE,UTA,113,OVER,A,+32.84,49.9,113.0,92.3,133.7,41.4,OVER,92.3,HIT,UNDER,133.7,HIT,Rule2_StructuralOutlier
1171,2026-03-30,7:30 PM,NBA,DET@OKC,DET,110,OKC,114,224,218.0,+12.0,OKC,DET,110,UNDER,A,-14.80,1.2,103.0,86.6,119.4,32.8,UNDER,119.4,HIT,OVER,86.6,HIT,Rule1_UpsetClause
1172,2026-03-30,7:30 PM,NBA,MIN@DAL,MIN,124,DAL,94,218,236.5,-8.5,MIN,DAL,94,UNDER,A,-2.60,48.5,114.0,100.9,127.1,26.2,UNDER,127.1,HIT,OVER,100.9,MISS,Rule4_UnderExecution
1173,2026-03-30,7:30 PM,NBA,PHI@MIA,PHI,109,MIA,119,228,242.5,+2.5,MIA,PHI,109,OVER,C,+61.83,20.7,120.0,105.4,134.6,29.2,OVER,105.4,HIT,UNDER,134.6,HIT,Rule3_OverExecution
1174,2026-03-30,7:30 PM,NBA,PHX@MEM,PHX,131,MEM,105,236,228.0,+12.5,PHX,MEM,105,OVER,A,+2.13,1.0,107.8,90.9,124.6,33.8,OVER,90.9,HIT,UNDER,124.6,HIT,Rule2_StructuralOutlier
1175,2026-03-30,7:30 PM,NBA,WAS@LAL,WAS,101,LAL,120,221,236.5,+15.5,LAL,WAS,101,OVER,A,+49.14,0.4,110.5,90.8,130.2,39.4,OVER,90.8,HIT,UNDER,130.2,HIT,Rule2_StructuralOutlier
1176,2026-03-31,7:30 PM,NBA,CHA@BKN,CHA,117,BKN,86,203,219.5,+18.5,CHA,BKN,86,UNDER,A,-20.18,0.1,100.5,77.9,123.1,45.2,UNDER,123.1,HIT,OVER,77.9,HIT,Rule2_StructuralOutlier
1177,2026-03-31,7:30 PM,NBA,CLE@LAL,CLE,113,LAL,127,240,236.0,+2.0,LAL,CLE,113,OVER,C,+10.69,22.8,117.0,102.9,131.1,28.2,OVER,102.9,HIT,UNDER,131.1,HIT,Rule3_OverExecution
1178,2026-03-31,7:30 PM,NBA,DAL@MIL,DAL,99,MIL,123,222,231.0,+3.0,MIL,DAL,99,UNDER,C,-10.62,18.6,114.0,98.8,129.2,30.3,UNDER,129.2,HIT,OVER,98.8,HIT,Rule4_UnderExecution
1179,2026-03-31,7:30 PM,NBA,NYK@HOU,NYK,94,HOU,111,205,218.5,+1.0,HOU,NYK,94,UNDER,C,-5.44,27.2,108.8,95.7,121.8,26.1,UNDER,121.8,HIT,OVER,95.7,MISS,Rule4_UnderExecution
1180,2026-03-31,7:30 PM,NBA,PHX@ORL,PHX,111,ORL,115,226,225.0,+2.5,ORL,PHX,111,OVER,C,+9.21,20.7,111.2,96.6,125.9,29.2,OVER,96.6,HIT,UNDER,125.9,HIT,Rule3_OverExecution
1181,2026-03-31,7:30 PM,NBA,POR@LAC,POR,114,LAC,104,218,226.0,+4.5,POR,LAC,104,OVER,B,+16.39,13.0,110.8,99.2,122.2,23.0,OVER,99.2,HIT,UNDER,122.2,HIT,Rule1_UpsetClause
1182,2026-03-31,7:30 PM,NBA,TOR@DET,TOR,116,DET,127,243,220.5,+3.5,DET,TOR,116,OVER,B,+14.12,16.6,108.5,98.0,119.0,21.0,OVER,98.0,HIT,UNDER,119.0,HIT,Rule3_OverExecution
1183,2026-04-01,7:30 PM,NBA,ATL@ORL,ATL,130,ORL,101,231,235.5,+2.5,ATL,ORL,101,OVER,C,+41.61,20.7,116.5,101.9,131.1,29.2,OVER,101.9,MISS,UNDER,131.1,HIT,Rule3_OverExecution
1184,2026-04-01,7:30 PM,NBA,BOS@MIA,BOS,147,MIA,129,276,230.0,+4.5,BOS,MIA,129,UNDER,B,-13.67,13.0,112.8,101.2,124.2,23.0,UNDER,124.2,MISS,OVER,101.2,HIT,Rule1_UpsetClause
1185,2026-04-01,7:30 PM,NBA,DEN@UTA,DEN,130,UTA,117,247,249.5,+17.0,DEN,UTA,117,OVER,A,+44.04,0.2,116.2,95.1,137.4,42.3,OVER,95.1,HIT,UNDER,137.4,HIT,Rule2_StructuralOutlier
1186,2026-04-01,7:30 PM,NBA,IND@CHI,IND,145,CHI,126,271,246.5,+4.0,IND,CHI,126,OVER,B,+50.01,14.7,121.2,110.2,132.2,22.0,OVER,110.2,HIT,UNDER,132.2,HIT,Rule1_UpsetClause
1187,2026-04-01,7:30 PM,NBA,MIL@HOU,MIL,113,HOU,119,232,216.5,+19.5,HOU,MIL,113,UNDER,A,-4.73,0.1,98.5,75.0,122.0,47.1,UNDER,122.0,HIT,OVER,75.0,HIT,Rule2_StructuralOutlier
1188,2026-04-01,7:30 PM,NBA,NYK@MEM,NYK,130,MEM,119,249,225.5,+13.5,NYK,MEM,119,OVER,A,+21.86,0.7,106.0,88.2,123.8,35.7,OVER,88.2,HIT,UNDER,123.8,HIT,Rule2_StructuralOutlier
1189,2026-04-01,7:30 PM,NBA,PHI@WAS,PHI,153,WAS,131,284,238.5,+14.5,PHI,WAS,131,OVER,A,+63.55,0.5,112.0,93.2,130.8,37.6,OVER,93.2,HIT,UNDER,130.8,MISS,Rule2_StructuralOutlier
1190,2026-04-01,7:30 PM,NBA,SAC@TOR,SAC,123,TOR,115,238,228.5,+12.5,TOR,SAC,123,OVER,A,+31.37,1.0,108.0,91.1,124.9,33.8,OVER,91.1,HIT,UNDER,124.9,HIT,Rule2_StructuralOutlier
1191,2026-04-01,7:30 PM,NBA,SAS@GSW,SAS,127,GSW,113,240,228.5,+14.5,SAS,GSW,113,OVER,A,+57.42,0.5,107.0,88.2,125.8,37.6,OVER,88.2,HIT,UNDER,125.8,HIT,Rule2_StructuralOutlier
1192,2026-04-02,7:30 PM,NBA,CLE@GSW,CLE,118,GSW,111,229,229.5,+10.0,CLE,GSW,111,OVER,A,+31.66,2.4,109.8,95.2,124.2,29.0,OVER,95.2,HIT,UNDER,124.2,HIT,Rule1_UpsetClause
1193,2026-04-02,7:30 PM,NBA,LAL@OKC,LAL,96,OKC,139,235,233.0,+9.0,OKC,LAL,96,UNDER,A,-50.88,3.4,112.0,98.5,125.5,27.1,UNDER,125.5,HIT,OVER,98.5,MISS,Rule1_UpsetClause
1194,2026-04-02,7:30 PM,NBA,MIN@DET,MIN,108,DET,113,221,221.0,+5.5,DET,MIN,108,OVER,A,+10.29,9.9,107.8,97.5,118.0,20.4,OVER,97.5,HIT,UNDER,118.0,HIT,Rule1_UpsetClause
1195,2026-04-02,7:30 PM,NBA,NOP@POR,NOP,106,POR,118,224,235.0,+5.5,POR,NOP,106,UNDER,A,-28.61,9.9,114.8,104.5,125.0,20.4,UNDER,125.0,HIT,OVER,104.5,HIT,Rule1_UpsetClause
1196,2026-04-02,7:30 PM,NBA,PHX@CHA,PHX,107,CHA,127,234,228.0,+5.5,CHA,PHX,107,UNDER,A,-25.64,9.9,111.2,101.0,121.5,20.4,UNDER,121.5,HIT,OVER,101.0,HIT,Rule1_UpsetClause
1197,2026-04-02,7:30 PM,NBA,SAS@LAC,SAS,118,LAC,99,217,231.5,+2.5,SAS,LAC,99,OVER,C,+59.32,20.7,114.5,99.9,129.1,29.2,OVER,99.9,MISS,UNDER,129.1,HIT,Rule3_OverExecution
1198,2026-04-03,7:30 PM,NBA,ATL@BKN,ATL,141,BKN,107,248,225.0,+16.5,ATL,BKN,107,UNDER,A,-10.72,0.3,104.2,83.6,124.9,41.3,UNDER,124.9,HIT,OVER,83.6,HIT,Rule2_StructuralOutlier
1199,2026-04-03,7:30 PM,NBA,BOS@MIL,BOS,133,MIL,101,234,218.0,+17.5,BOS,MIL,101,UNDER,A,-0.68,0.2,100.2,78.6,121.9,43.2,UNDER,121.9,HIT,OVER,78.6,HIT,Rule2_StructuralOutlier
1200,2026-04-03,7:30 PM,NBA,CHI@NYK,CHI,96,NYK,136,232,236.5,+13.5,NYK,CHI,96,OVER,A,+41.03,0.7,111.5,93.7,129.3,35.6,OVER,93.7,HIT,UNDER,129.3,HIT,Rule2_StructuralOutlier
1201,2026-04-03,7:30 PM,NBA,IND@CHA,IND,108,CHA,129,237,234.5,+15.5,CHA,IND,108,OVER,A,+45.01,0.4,109.5,89.8,129.2,39.4,OVER,89.8,HIT,UNDER,129.2,HIT,Rule2_StructuralOutlier
1202,2026-04-03,7:30 PM,NBA,MIN@PHI,MIN,103,PHI,115,218,234.5,+3.5,PHI,MIN,103,OVER,B,+38.19,16.6,115.5,105.0,126.0,21.0,OVER,105.0,MISS,UNDER,126.0,HIT,Rule3_OverExecution
1203,2026-04-03,7:30 PM,NBA,NOP@SAC,NOP,113,SAC,117,230,232.5,+6.5,SAC,NOP,113,UNDER,A,-30.21,7.4,113.0,101.8,124.2,22.3,UNDER,124.2,HIT,OVER,101.8,HIT,Rule1_UpsetClause
1204,2026-04-03,7:30 PM,NBA,ORL@DAL,ORL,138,DAL,127,265,240.0,+7.0,ORL,DAL,127,UNDER,A,-0.64,6.4,116.5,104.8,128.2,23.3,UNDER,128.2,HIT,OVER,104.8,HIT,Rule1_UpsetClause
